0.004885993,0.6849888
0.004885993,0.695568145
0.004885993,0.674032442
-0.001628664,0.730328851
-0.001628664,0.702367512
-0.001628664,0.696322172
0.311074919,0.821463911
0.311074919,0.799551194
0.311074919,0.780279211
0.320846906,0.832801385
0.320846906,0.818065048
0.320846906,0.801816556
0.503257329,0.892922899
0.503257329,0.885744058
0.503257329,0.880076551
0.806188925,0.940606257
0.806188925,0.920200773
0.806188925,0.900554238
1.001628664,0.924786469
1.001628664,0.914207123
1.001628664,0.903248304
1.004885993,0.863200387
1.004885993,0.843930045
1.004885993,0.823907318
1.001628664,0.861310398
1.001628664,0.857909894
1.001628664,0.854510211
1.333876221,0.843258067
1.333876221,0.800939046
1.333876221,0.758243832
1.493485342,0.782089203
1.493485342,0.749219308
1.493485342,0.716347771
1.503257329,0.726550103
1.503257329,0.706900286
1.503257329,0.690278063
1.747557003,0.711498289
1.747557003,0.704696461
1.747557003,0.697896274
1.988599349,0.768611902
1.988599349,0.732342323
1.988599349,0.697204605
2.001628664,0.685491758
