0.52,4.59
0.53,12.62
0.62,34.90
0.57,31.90
0.63,34.83
0.62,43.10
0.63,62.90
0.68,107.90
0.74,134.20
0.74,120.90
0.74,85.30
0.84,67.50
0.82,53.30
0.95,1.96
0.88,11.00
