0.433,4.59
0.499,12.62
0.490,34.9
0.452,31.9
0.482,34.83
0.490,43.1
0.482,62.9
0.491,107.9
0.574,134.2
0.574,120.9
0.574,85.3
0.624,67.5
0.453,53.3
0.668,1.96
0.644,10.995
